Fa_sentenc,En_aspect,En_sentiment
با سلام من الان دو ماهی میشه که ازین لباس شویی استفاده میکنم واقعا هم تمیز میشوره هم کم صداس و هم فوق العاده خپب خشک میکنه من که راضیم ازش ,['لباس شویی'],[' Positive']
با سلام من الان نزدیک به سه ماهه که این مودم رو خریدم از خریدش هم راضی هستم! سرعتش خوبه باطری متوسطی هم داره فقط یه مشکل داره اونم اینه که بعضی جاها که انتن ۳g میشه و دوباره ۴g میشه یکم طول میکشه تا بخواد به ۴g تبدیل بشه پس باید یک بار حتما خاموش روشن بشه تا بتونی از سرعتش لذت ببری! البته یک مقداری هم گرونه ولی همین که با همه سیم کارتها کار میکنه یه نقطه قوته پیشنهاد میکنم بخرید ,"['مودم', ' رشد سرعت', ' انتن ۳g به ۴g', ' قیمت']","[' Positive', ' Neutral', ' Negative', ' Neutral']"
با سلام من این ادوکلن رو از دیجی کالا نگرفتم که خوب البته مبلغ بیشتری هم نسبت به اینجا پرداخت کردم عرض کنم که بوی خوبی داره یه بوی ملایم وشیک ماندگاریش متوسط و حدودا ۳ساعت میشه پخش بوش در ابتدا خوبه و بعد ضعیف میشه در مجموع به عنوان یه عطر دم دستی و برا محیط کار خوبه موفق باشین ,"['ادوکلن', ' بوی ملایم', ' مRunLoop', ' مRunLoop ماندگاریش', ' پخش بوش', ' درون بوش در ابتدا', ' درون بوش بعد']","[' Positive', ' Positive', ' Positive', ' Neutral', ' Mixed (Positive & Negative)', ' Positive', ' Negative']"
با سلام من این تبلت رو یه هفتهای هست خریدم که مشکلات زیر را داره ۱- کار کردن باهاش اصلا اسون نیست ۲- جی پی اس هم همیشه مشکل داره مرتب درایورش غیر فعال میشه باید دوباره نصب کنی ۳- کیفیت ساخت بدنه متوسطی داره ۴- پردازندش ضعیفه البته من این تبلتو از دیجیکالا نخریدم ,"['تبلت', ' کار کردن با تبلت', ' جی پی اس', ' Problematic', ' کیفیت ساخت بدنه', ' Average', ' پردازنده', ' Weak']","[' Negative', ' Easy (Positive)']"
با سلام من این توپ رو ۲ هفته پیش گرفتم ز لحاظ کیفیت توپ متوسط و وزنش سبکتر از حد استاندارد هست و برای بازیهای حرفهای اصلا مناسب نیست نسبت به قیمتش هم کمی گرونه برای بازیهای معمولی خوبه از نقاط قوتش داشتن تلمبه و طراحی میشه نام برد ,"['توپ', ' کیفیت', ' وزن', ' قیمت', ' بازیهای حرفهای', ' بازیهای معمولی', ' تلمبه', ' طراحی']","[' Negative', ' Neutral', ' Negative', ' Negative', ' Negative', ' Positive', ' Positive', ' Positive']"
با سلام من این خود نویس رو چند روز پیش با یک شیشه جوهر یوروپن خریدم کیفت ساختش متوسط هست که میتونست بهتر باشد بسته بندیش هم خوب بود خودش یک بسته کارتیج جوهر داشت که تا حالا استفاده نکردم خلاصه اگه میخوید خوش نویسی کنید یا دست خططون بهتر بشه بخرید ولی برای اداره یا میز کار و یا هدیه اصلا توصیه نمیشود ,"['محصول', ' ساختش', ' Mixed (average but can be better)', ' بسته بندی', ' کیفیت جوهر', ' Unknown']","[' Neutral', ' Positive']"
با سلام من این دستگاه رو ۳ ساله که خریدم و در طول این مدت فقط از خط زن اون استفاده کردم چون که تیغه ی اصلی به شدت ضعیفه و برای اصلاح زیر گلو و روی استخوان ها مناسب نیست و اگر پوست خیس یا عرق کرده باشه دیگه اصلا کار نمیکنه … ….. پیشنهاد من تحقیق بیشتر قبل خرید ,"['دستگاه', ' تیغه ی اصلی', ' زیر گلو و روی استخوان ها', ' پوست خیس یا عرق کرده']","[' Neutral', ' Negative', ' Negative', ' Negative']"
با سلام من این دستگاهو از دیجیکالا خریدم نتیجه یک هفته تست و بررسی رو اینجا بیان میکنم شاید به درد دوستان بخوره؛ اولا این که ظاهر دستگاه با اون چیزی که تو عکسه متفاوته یه نوار الومینیومی روی دستگاه هست که ظاهرشو شیک کرده اما در کل کیفیت ساخت متوسطه و شبیه محصولات درجه ۲ چینی هست به عنوان یک دستگاه مولتی مدیا برای خودرو میتونید روش حساب کنید فایلهای صوتی و تصویری رو پخش میکنه به بلوتوث گوشی وصل میشه و میتونید تماسها رو باش پاسخ بدین و از طریق موج اف ام به دستگاه پخش خودرو متصل میشه اما صفحش یکم کوچیکه زاویه دید افتضاح داره رزولیشنش پایینه و لمسش مقاومتیه که باید با ناخن بهش ضربه بزنید بخاطر اینکه باطریش ضعیفه باید مدام به شارژر فندکی متصل باشه که یه نویز رو سیستم اف ام میندازه که باعث میشه هنگام پخش یه بوق خفیفی شنیده بشه فیلمهای کیفیت بالا رو به سختی پخش میکنه بهتره اگه میخاین روش موزیک ویدیو بریزین ابعاد تصویرو تا ۴۰۰*۲۰۰ پایین بیارین صدای اسپیکرش راضی کننده است در مورد سیستم رهیابش باید بگم که خیلی سریعه و نسبتا دقیقه اما سیستم جستجوش خوب نیست و نقشه هاش تو بعضی شهرهای کوچیک کامل نیست ولی برای شهرهای بزرگ خوبه حافظه داخلی ۸ گیگ داره و یه مموری ۴ گیگ که نقشه ایران روشه داره که کاملا نیاز هاتونو برطرف میکنه تو فصل تابستون هنگام اتصال به شارژر در صورتی که پشت شیشه وصل بشه خیلی داغ میشه بهتره وقتی ماشین تو افتابه از شیشه جدا بشه پایه اتصال به شیشه کیفیت خوبی داره ومحکم دستگاهو نگه میداره و قابلیت تنظیم و جدا شدن سریع داره در کل اگه دوام خوبی داشته باشه نسبت به قیمتش خرید خوبیه با تشکر از سایت دیجیکالا ,"['ظاهر دستگاه', ' کیفیت ساخت', ' دستگاه مولتی مدیا', ' پخش فایلهای صوتی و تصویری', ' بلوتوث', ' وصل به شارژر فندکی', ' صفحه نمایش', ' رزولیشن', ' لمش مقاومتیه', ' باتری ضعیفه', ' سیستم رهیابش', ' حافظه داخلی ۸ گیگ', ' مموری ۴ گیگ', ' پایه اتصال به شیشه']","[' Neutral', ' Neutral', ' Positive', ' Positive', ' Positive', ' Negative', ' Negative', ' Negative', ' Neutral', ' Negative', ' Neutral', ' Positive', ' Positive', ' Positive']"
با سلام من این دوربین رو در پیشنهاد ویژه از دیجی گرفتم با کیفیت تصویر بسیار خوب و به نسبت قیمت امکانات خوب و البته نصب اسان کیفیت صداش هم در حد متوسطه در کل به دوستان پیشنهاد میکنم ,"['گوشی', ' دوربین', ' باتری']","[' Positive', ' Positive', ' Negative']"
با سلام من این ست رو خریدم برای جهیزیه ام ولی واقعا پشیمونم جنسش ضعیفه / سبک / لبه تیز و پر خش میشه ,['ست'],[' Negative']
با سلام من این عطر و دو بار داشتم واستفاده کردم واز نظربنده به تناسب قیمتش عطر خوب با ماندگاری وپخش بوست متوسطی هستش ,['عطر'],[' Neutral']
با سلام من این لپ تاب رو حدود یک سالی هست که خریدمش. کلاف دیوتی رو باهاش تا مرحله اخر بردم جی تی ای وی و نید فور اسپید ریوالز رو هم تا اخر بردم برنامه اتوکد رو اجرا میکنم درکل هم کار. هم گیم انجام میدم خداییش جواب گو هست بنظرم بصرفص فقط صفحه نمایشش یکم کم کیفیته که در برابر این همه خوبی هیچی نیست ,"['گیم', ' خداییش جواب گو هست', ' صفحه نمایشش']","[' Positive', ' Positive', ' Negative']"
با سلام من این لپ تاپ رو حدود ۱ ماه خریداری کردم ازش راضی نیستم بخاطر این که من تو گیم هایی مثل (Arma ۳) و (cs: go) fps کمتر میگیرم نسبت به دوستانم که اون ها هم لپ تاپ گمیمنگ دارن با سخت افزار ضعیف تر (Y۵۰_۷۰) که من بخاطر همین فرستادمش نمایندگی امکان داره لپتاپ من مشکل داشته واسه من گیم تیک میزد fps از ۳۰۰ میشد ۳۰ دوباره میرفت رو ۳۰۰ اگه درست شد همینجا اعلام می کنم. ,"[' لپ تاپ', ' گیم', ' سخت افزار', ' نمایندگی']","[' Negative', ' Negative', ' Negative', ' Neutral ']"
با سلام من این مجموعه را خریدم واسطهای که دوستمون گفته پلاستیک فشرده هستش درست نیست جنس واسطه فلزیه ولی یه روکش خورده که به نظر پلاستیکیه کیفیت در حد متوسط و برای کارهای سبک خوبه و البته فقط در شگفت انگیز ارزش خرید داره ,"['مجموعه', ' جنس واسطه', ' روی پلاستیک خورده', ' کیفیت', ' کارهای سبک', ' ارزش خرید']","[' Negative', ' Neutral', ' Neutral', ' Neutral', ' Positive', ' Positive']"
با سلام من این محصول رو خریدم و با توجه به قیمت این محصول بلندکنندگی و ماندگاریش راضی کننده ست حتی در مقابل خیلی از برندهای معروف دیگه ولی حجم دهنگیش در حد متوسطه ,"['محصول', ' قیمت', ' بلندکنندگی', ' ماندگاری', ' حجم دهنگیش']","[' Positive', ' Positive', ' Positive', ' Positive', ' Neutral']"
با سلام من این هاردیسکو حدود ۱ سال پیش خریدم و فقط اطلاعات شخصیم رو ذخیره میکردم حدود ۲ ماهه که خود به خود بالا نمیاد و هر جایی که میبرم میگن سوخته و قابل ریکاوری اطلاعات نیست و درکل بگم بهش اعتماد نکنید و فقط برای جابجایی اطلاعات ازش استفاده کنید ,"['هاردیسکو', ' اطلاعات شخصیم', ' حالت بالا نمیاد', ' سوخته', ' قابل ریکاوری اطلاعات نیست', ' جابجایی اطلاعات']","[' Negative', ' Positive', ' Negative', ' Negative', ' Negative', ' Neutral']"
با سلام من این هدفون رو توی پیشنهاد ویژه خریدم و اصلا فکر نمیکردم که اینقدر این هدفون چه از لحاظ کیفیت صدا، بسته بندی، ارگونومی و …. خوب باشه و کاملا از خریدم راضیم و به همه پیشنهاد میکنم بخرید. ,"['هدفون', ' Good quality sound', ' Packaging', ' Ergonomics', ' and ...', ' Good\nکیفیت صدا', ' The sentiment analysis is based on the interpretation of the Persian text. Please keep in mind that a machine translation may not fully capture the nuances of human language.']","[' Positive\nبسته بندی', ' Positive\nارگونومی', ' Positive\n\nNote']"
با سلام من این پاور بانک رو تقریبا ۱۰روزه از دیجی کالا خریدم.   جنس بدنه خوبه و کم حجم هست تقریبا اندازه یه گوشی ۵اینچی باریک هست. تابلو هست با یه نگاه معلومه جنس اصلی هست و نه فیک.   سرعت شارژش خوبه من با شارژر اصلی فست شارژ میزنم تو ۳ساعت پر میشه هر چند پاور بانک فست نیست ولی ورودی ۲٫۱ امپر ورودی خوب جواب میده زود هم پر میشه ولی کمی داغ میشه هم شارژر هم پاور بانک.   گوشی من باطریش ۳۳۰۰هست یک بار کامل پر میکنه یک بار هم ۳۰تا ۴۰درصد.   سرعت شارژ کردنش هم عالی هست و از شارژر برقی بهتر هست هر چند زیادی داغ میکنه ولی مثل فست شارژ جواب میده. شارژ وایرلسش هم معمولی هست و روی s۷خوب جواب داد و مثل یه شارژر (۱) آمپری شارژ میکنه  ولی یادتون باشه که گوشیتون رو بیشتر از یک تا دو بار بیشتر پر نمیکنه ولی همیکنه موقع تموم شدن باطری از پریز و شارژر برقی و دیوار خونه اویزون نمیشید و رو مبل و راحتی لم میدید و با گوشی در حال شارژ بازی میکنید یه دنیا می ارزه   در کل من که ۹۰درصد راضی هستم.   یا علی ,"['پاور بانک، جنس بدنه', ' کم حجم', ' سرعت شارژش', ' ورودی ۲٫۱ امپر', ' سرعت شارژ کردنش', ' شارژ وایرلسش']","[' Positive', ' Positive\nتابلو', ' Positive', ' Positive', ' Positive\nگوشی من باطریش', ' Neutral', ' Positive', ' Neutral\nدر کل', ' Positive']"
با سلام من این پاور بانک رو نزدیک یک ماه هس دارم خیلی خوبه راستش تنها ضعفش بزرگی و وزنشه که اونم بخاطر ظرفیتش طبیعیه …. ,['پاور بانک'],"[' Positive\nظرفیتش', ' Neutral\nوزن', ' Negative\nضعف', ' Negative']"
با سلام من این پرینتر رو خریدم فقط یک ماه تونستم ازش استفاده کنم تا وقتی اخطار جوهر نده عالیه اما وقتی اخطار داد دیگه نتونستم ازش استفاده کنم هد این دستگاه تنها تقطه ضعفشه … دستگاهی هم که مشکل هد داشته باشه مهمون یکی دو ماهه ,"['پرینتر', ' اخطار جوهر نده عالیه', ' وقتی اخطار داد دیگه نتونستم ازش استفاده کنم', ' هد این دستگاه تنها تقطه ضعفشه']","[' Positive', ' Positive', ' Negative', ' Negative']"
با سلام من این کابل رو همه رنگهاش رو خریداری کردم واقعا فوق العاده است فقط تنها ایرادش اینه که یک متر واقعا کوتاهه واسه سیم شارژ و اگر یک و نیم متر بود حرف نداشت، به هیچ عنوان به خاطر روکش بافته شده روی سیم کابل شما گره نمیخوره و دیر قطعی پیدا میکنه. رنگ خاکستری اون خیلی قشنگه و دیرتر کثیفی رو به خودش نشون میده، در ضمن خیلی راحت میتونید با بست نگهدارنده که به همراه کابل عرضه میشه سریع کابل رو دسته کنید ودر مجموع پیشنهاد میکنم بخرید. ,"['کابل', ' رنگ خاکستری', ' متر کوتاه', ' روکش بافته شده', ' سیم شارژ و سیم کابل', ' بست نگهدارنده']","[' Positive', ' Positive', ' Negative', ' Neutral', ' Neutral', ' Positive']"
با سلام من این گوشی را ۳ماه پیش خریدم. نظر دوستان را خواندم به نظرم بعضی از دوستان خیلی با هجو زیادی معایب این گوشی را بیان میکنند. این هم ساخته انسان هست هم مزایا دارد هم معایب،، شما هر موبایل عالی دیگری نیز بیاورید من هم میتوانم روی آن عیب بگذارم. من۳ماه پیش با قیمت منصفانه ای گرفتم که به نظرم با توجه گوشی قیمت مناسبی بود باتری گوشی بسیار خوب است من با اینترنت ۴g چندین ساعت کار یا اینکه آنلاین فیلم میبینم آخر شب، اگر صبح شارژ ان ۱۰۰٪ باشد. تقریبا۲۰٪ میشود. شاید ضعف آن cat۶ باشد که فعلا با این تکنولوژی در ایران خوب است من اگر مکان ثابت در تهران باشم تقریبا با سرعت ۴مگابایت دانلود میکنم. دوربین خوبی دارد اگر لرزشگیر نیز داشت که خیلی بهتر بود. من به طور اتفاقی چند روز پیش یک otg ارزان خریدم که فلش۱۶گیگ را زدم سریع باز کرد و هارد اکسترنال ۲ترابایت وصل کردم تقریبا یک دقیقه طول کشید باز کرد و هیچ مشکلی نیز نداشت. من اصلا به برند توجه ندارم موقع خرید خواسته هام از گوشی مشخص بود که تقریبا این گوشی تمام احتیاجاتم را برآورده کرد. موفق باشید با تشکر ,"['موبایل', ' قیمت', ' باتری', ' انترنت', ' دوربین', ' OTG', ' هارد اکسترنال']","[' Neutral', ' Positive', ' Positive', ' Positive', ' Positive', ' Positive', ' Positive']"
با سلام من این گوشی رو از بیرون گرفتم و حدود دو سه ماهی میشه که دارم ازش استفاده میکنم، تو این مدت کاملا ازش راضیم هم بازی های سنگین رو خوب تونست اجرا کنه، هم دوربین هاش خوبه و کیفیت مناسبی داره (البته تو نور کافی و در فضای بیرون فوق العاده عمل میکنه ….) هم باتری قوی داره مثلا برای من که زیاد با گوشی کار نمیکنم دو روز دوام میاره راحت … نقاط ضعفی هم داره از جمله اینکه قیمتش یکم بالاست و اینکه یک مقدار وزنش سنگینه ولی در کل گوشی خیلی خوبیه من خودم اکثر برند ها رو داشتم ولی انصافا نمیشه گفت که کدوم از کدوم بهتره چون هرکدومشون یه برتری نسبت به دیگری داره ولی با احترام به سایر برند ها به شخصه خودم بیشتر برند هواوی و سامسونگ رو ترجیه میدم چون کارایی هردو رو دیدم … ببخشید طولانی شد یاحق ,"['گوشی', ' \nبازی هاش', ' \nدوربین', ' \nکیفیت', ' \nباتری', ' \nقیمت', ' \nوزن']","[' Positive', ' Positive', ' Positive', ' Positive', ' Positive', ' Negative', ' Negative']"
با سلام من این گوشی رو حدودا یک ماه خریدم واقعا گوشی عالیه و من رو راضی نگه داشته. لمس عالی. صفحه نمایش عالی با اینکه گوشی قبلیم سامسونگ اس۶ بود ولی زیاد صفحه نمایشش من رو اذیت نکرده بعضی از دوستان دیگه کم لطفی هم میکنن که اینقد بد میگن از این گوشی. خواهشا مردم رو گمراه نکنید. من خودم خیلی شک داشتم تو خریدش با این همه نظر اشتباه خلاصه هر کس خواست گوشی تا قیمت ۱میلیون بخره بهترین انتخابه. باتشکر ,"['گوشی', ' لمس', ' صفحه نمایش', ' قیمت']","[' Positive', ' Positive', ' Positive', ' Neutral']"
با سلام من این گوشی رو فروردین ۹۵ خریدم و تا امروز کشفیات جالبی داشتم در روزهای نخستین یک سیم کارت به همراه رم داشتم که عملکرد باتری ناامید کننده بود و وای فای روشن نمیشد بعد از چند روز مجبور شدم سیم کارت دوم رو جایگزین رم کنم که باتری عملکرد بهتری از خودش نشون داد و وای فای هم روشن شد!!!! البته هنوز در روشن کردن هات اسپات مشکل دارم!!! در مجموع هم به خاطر خوش دست بودن و هنگ نکردن و لگ نزدن ازش راضیم دوربین هم متوسط رو به ضعیفه که با توجه به اینکه انتظاری از دوربین گوشی ندارم برام مهم نبوده ,"['گوشی', ' سیم کارت/رم', ' باتری', ' Mixed (initially negative', ' then positive)', ' وای فای', ' هات اسپات', ' دوربین']","[' Neutral', ' Neutral', ' Negative', ' Neutral', ' Negative']"
با سلام من این گوشی رو یه سال هست دارم حدود۶۰۰ گرفتم باطریش تو چند ماه اول عالی بود ولی کم کم ضعیف شد که طبیعیه هزار بار از دستم افتاد ولی یه خش هم بر نداشت نسبت به گوشی های دیگه دیر شارژ میشه هیچ گونه هنگی در این گوشی ندیدم سرعتش عالیه بسیار خوش دست و شیکه ظاهر عالی داره کلا از بقیه برند ها بهتره بخرید پشیمون نمیشید … ,"['گوشی', ' باتریش', ' دست', ' ظاهر', '  سرعت']","[' Positive', ' Initially-Positive-Naturally-Became-Weak', ' Positive', ' Positive', ' Positive']"
با سلام من این گوشی رو یک ماهه خریدم و اصلا توصیه ب خریدش نمیکنم فرم دور پلاستیک بی کیفیت ک فورا خش میوفته و اگه ضربه بخوره ازبین میره دوربین بی کیفیت باطری متوسط اینا دلایلی هستن ک من پشیمون شدم ب نظرم پول بزارید روش یا ۶x بخرید یا صبر کنید ۷x عرضه رسمی بشه حتی p۱۰ lite هم دوربین بی کیفیتی داره فقط فریم دورش فلزه ک ازین بهتره ,"['گوشی', ' فرم دور پلاستیک', ' پلاستیک', ' دوربین', ' باتری', ' Medium', ' قیمت']","[' Negative', ' Negative', ' Negative', ' Negative', ' Neutral']"
با سلام من این گوشی رو ۲ ماه دارم از دستم چند دفعه افتاده کلی برنامه دارم و خلاصه هیچ اتفاقی براش نیفتاده و واقعا عالیست از آیفون که هر بار یه مدل جدید میاد و یه میلیون هر دفعه می ره روش و نسبت کاردهیش به آیفون خیلی بالاست من ازش راضی ام ,"['گوشی', ' پروگرام\u200cها', ' عملکرد در مقایسه با آیفون']","[' Positive', ' Neutral', ' Positive']"
با سلام من این گوشیو دو روز داشتم وزن زیاده گوشی خوش دستی نیست اصلا اما امکانات خوبی داره مخصوصا دوربینش کیفیت تصویرش نسبت به سری قبل قابل مقایسه نیست اینم بگم چون این گوشی تازه اومده هنوز افت قیمتشو نکرده میاد پایین عجله نکنید واسه خرید ,"['گوشی', ' وزن', ' قیمت', ' امکانات', ' دوربین']","[' Negative', ' Negative', ' Neutral', ' Positive', ' Positive']"
با سلام من این گوشیو یک هفته هست خریدم بسیار ازش راضیم من قبل این هواوییY۷پریم داشتم خیلی گوشی بی خودی بود نه کیفیت داشت نه زیبایی اونو یه ماه نبود خریده بودم دادمش پس کار کردن باهاش خیلی خوبه حتما پیشنهاد میکنم بخرین ,"['گوشی', ' کیفیت', ' زیبایی']","[' Positive', ' Neutral', ' Neutral']"
با سلام من این گوشیو ۱ع روزه گرفتم و تجربیاتم رو واستون میگم باطری: روی باطریش حساب نکنید نهایتا بدون اتصال اینترنت ۱ روز میره صفحه نمایش: خوب هستش و کیفیت خوبی برخورداره دوربین: هر دو دوربین راضی کنندس در شرایط مناسب نور نرم افزار: سرعت اجرای کلی نرم افزار عالیه و به خاطر اندروید ۷ کم نمیاره این ۴ مورد میتونه کمک کنه که یه گوشی خوب رو انتخاب کنید و در کل گوشیه خوبیه اگه نظرم مفید بود لایک فراموش نشه ,"['گوشی', ' Good', ' باطری', ' صفحه نمایش', ' دوربین', ' نرم افزار']","[' Negative', ' Positive', ' Positive', ' Positive']"
با سلام من اینو یه هفته پیش از دیجی کالا خریدن خیلی خوبه. باید بگم برای استفاده برای دوستانی که صورتشون جوش میزنه باید خمیر ریش بزنن و بعد اصلاح صورتشونو با الکل ضد عفونی کنن. در کل عالیه یکم تحقیق کنین میبینین سری چرخشی بهتر از فویلی. موفق باشین ,"['محصول یکم تحقیق کنین', ' سری چرخشی Better than فویلی']","[' Neutral', ' Positive']"
با سلام من بیش از یک سال است که این گوشی رو خریداری کردم اما اصلا نمیتوان به عنوان یک گوشی اندرویدی با امکانات متوسط حتی روی ان حساب کرد مهمترین ضعف این گوشی زود خالی کردن باطری ان است اگر قصد شما از خریدن گوشی موبایل فقط برقراری تماس و برطرف شدن نیازهای اولیه شماست این گوشی برای شما مناسب است و نکته قوت دیگر ان که این گوشی از لحاظ ظاهر فقط خوب میباشد ,"['گوشی', ' امکانات متوسط', ' زود خالی کردن باطری', ' ظاهر']","[' Neutral', ' Neutral', ' Negative', ' Positive']"
با سلام من بیشتر از یکساله که این گوشی رو دارم شرکت گارانتی کننده گوشی موقعی که من خریدم ویستا (الماس) بود و الان ایسوس حامی هست (دقت کنید که موع خرید دو گارانتی ثبت شده یکی ۱ ساله و دیگری ۱۸ ماهه- ظاهرا اسم هر دو یکی هست و فقط تو مدت گارانتی باهم فرق دارن و گارانتی ۱۸ ماهه هم تفاوتی تو قیمت ایجاد نمیکنه پس اگه قصد خرید دارید با گارانتی ۱۸ ماهه بخرید - هرچند گارانتی تو ایران خیلی روش نمیشه حسابی باز کرد ولی باز بهتر از هیچیه-) همون اوایل که خریده بودم تو صفحه چند نقطه شفاف وجود داشت که اوایل فکر میکردم مال تم و بک گراند گوشیه ولی بعدها نورش بیشتر و بیشتر و همینطور بزرگتر شد و به تعدادشون اضافه شد ظاهرا مشکل از مدار بک لایته و احتمالا به خاطر حرارت زیادی که گوشی موقع کار کردن باهاش تولید میشه بوجود اومده کیفیت صدای متوسطی داره و به درد موسیقی گوش کردن با صدای بلند نمیخوره مشکل دیگهای که باهاش دارم اینه که تو حالت ۳g اینترنت خوب کار نمیکنه و هی قطع و وصل میشه ولی رو حالت +h یا ۴g مشکلی نداره موقع تماس یا اجرای همزمان چند تا برنامه یا بازی کردن به شدت سنگین میشه مثلا واسه یه باز کردن مخاطبین یا ماره گرفتن گاهی مجبورید تا یک دقیقه صبر کنید تا لود بشه (مشکل از پر بودن حافظه و یا اینجور چیزا یا استفاده از برنامههای سنگین نیست) یه سری باگ و مشکلات نرم افزاری هم داره که تو اپدیتهایی که داده مقدار زیادیش حل شده ولی یه سریش هنوز باقیه مثل کرش کردن برنامهها و یا لانچر گوشی بدون هیچ دلیلی یا مثلا موثع پاک کردن پیامکها نرم افزارش کرش میکنه ازین مشکلات که بگذریم تو این رنج قیمت انتخاب خیلی مناسبیه سرعت اینترنت خوبه سخت افزار قدرتمندی داره کیفیت عکاسیش تو شرایط نور مناسب خیلی عالیه پشتیبانی از play to و هات اسپات دو گیگابایت رم دو سی پی یو ۴ هسته ای اگر قصد خرید دارید سری به سایر گوشیهای هم رده از برند سامسونگ هم بزنید asus هر چقدر تو تولید قطعات رایانهای بی رقیب عمل کرده ولی تو گوشی و تبلت اصلا در حد انتظاراتی که از این برند میرفت ظاهر نشده موفق باشید ,"['گارانتی', ' صفحه نمایش', ' صدا', ' اینترنت ۳G', ' اینترنت +h/۴G', ' سفارشی', ' رام', ' سی پی یو', ' پشتیبانی']","[' Neutral', ' Neutral', ' Negative', ' Negative', ' Positive', ' Positive', ' Positive', ' Positive', ' Neutral']"
با سلام من حدود سه هفته است که این گوشی رو خریدم و ازش راضی هستم. صفحه نمایش عالی هست، نرم افزارش هم واقعا عالیه و هنگ کردن تو کارش نیست. والا هرکی هم این گوشی رو تو دستم می بینه فکش می خوره زمین. من پیشنهاد می کنم. باتشکر از خواندن شما … ,"['گوشی', ' صفحه نمایش', ' نرم افزار', ' عملکرد']","[' Positive', ' Positive', ' Positive', ' Positive']"
با سلام من حدود یه هفته هستش که این گوشی رو دارم و همه موارد رو با کوچیکترین بزرگنمایی خدمتتون عرض کردم و ذکر این نکته لازمه که هیچوقت از روی کاغذ در مورد یه گوشی قضاوت نکنین این گوشی به خاطر پردازنده کم مصرف با استفاده متوسط راحت یه روز رو بهتون میده که با توجه به صفحه نمایشی که داره کاملاراضی کنندست و در مورد سرعت در مقایسه با گوشی قبلیم که g۳ بود واقعا برتره و خرید این گوشی رو برای اونهایی که به صفحه نمایش بزرگ علاقه دارن توصیه میکنم که به شخصه یه تجربه جدید و لذت بخش هستش برای من مخصوصا زمان دیدن فیلم و نت گردی و بازی ,"['گوشی', ' پردازنده', ' صفحه نمایش', ' سرعت', ' باتری']","[' Positive', ' Positive', ' Positive', ' Positive', ' Positive']"
با سلام من حدود ۱ هفته ست این گوشی عالی رو خریدم ….. کیفیت صفحه نمایش و نحوه نمایش رنگها بی نظیر و عاااااااالی هست. مقایسش تو you tube با آیفون ۷ هست. میتونین مشاهده کنین. دوستان به نظرات کذبی که اینجا گذاشته میشه زیاد توجه نکنین …. من کلی گوشی تو عمرم عوض کردم. این گوشی از لحاظ سخت افزار و سرعت پردازش هم چیزی کم نداره …با خیال راحت خرید کنین …کاش میشد دیجی عزیز نظرات اشتباه رو فیلتر میکرد تا خریداران گمراه نشند ,"['کیفیت صفحه نمایش', ' نحوه نمایش رنگها', ' سخت افزار و سرعت پردازش']","[' Positive', ' Positive', ' Positive']"
با سلام من حدود ۲ هفته است این گوشی رو از دیجی کالا خرید و تجربه خریدم رو بصورت نقد برای شما دوستان عزیز قرار میدم: نقاط قوت: این گوشی بسیار خوش دست و سبک هست و دارای وزن سبک بوده و وقتی برای اولین بار در دست میگیرید احساس خوبی منتقل میکنه عملکرد دکمههای سخت افزاری و نرم افزاری مطلوب بوده و صدای بسیار بلندی داره سخت افزار این گوشی با وجود رم ۲ گیگا بایتی بسیار سریع و روان است و بازیهای سنگین رو بخوبی اجرا میکنه عملکرد حسگرها بسیار خوبه قاب پشت گوشی المینیومی و بسیار شکیل هست و حس میکنید ایفون در دست دارید به نظر من رابط کاربری گوشی یکی از نقاط مثبت گوشی محسوب میشه چراغ اعلان گوشی در جای مناسب نصب شده و عملکرد مناسبی داره در ضمن glass گوشی honor ۶ کاملا فیت این گوشی هست نقاط ضعف: صفحه نمایش در حد متوسط نباید انتظار داشته باشید که در زیر نور افتاب صفحه رو خوب ببینید کیفیت دوربین در عکس برداری به نظر من نا امید کننده هست و برای کسانی که مثل من دوربین براشون مهم نیست خوبه باتری کمی گرم میکنه ولی نه اونقدر که نشه تحمل کرد باتری نسبتا متوسطه و نباید انتظار داشته باشید بیشتر از یه روز شارژ نگه داره نکتهای که به نظرم نا امید کننده بود ارم خود zte بود که اصلا زیبا نبود و کمپانیهای تلفن همراه حداقل برای تبلیغ هم شده ارم شرکت خودشون رو شکیل روی گوشی حک میکنن ولی ارم zte بسیار ساده است نتیجه گیری: در پایان اگه قصد خرید یک گشوی میان رده خوب هستید و قیمت گوشی براتون مهمه این گوشی یکی از بهترین گزینهها برای شما است ممنون از دیجی کالا برای سرعت ارسال و بسته بندی مناسب محصول ,"['قاب پشت گوشی', ' عملکرد حسگرها', ' سخت افزار', ' رابط کاربری', ' چراغ اعلان', ' صفحه نمایش', ' کامرا', ' باتری']","[' Positive', ' Positive', ' Positive', ' Positive', ' Positive', ' Neutral', ' Negative', ' Neutral']"
